Date,Weekly Sales,Date,Store,Dept
11/23/2012,14989.8222,11/23/2012,9,6
11/30/2012,2595.5609,11/30/2012,9,6
12/7/2012,3423.4425,12/7/2012,9,6
12/14/2012,6095.4134,12/14/2012,9,6
12/21/2012,11580.8233,12/21/2012,9,6
12/28/2012,5565.1359,12/28/2012,9,6
1/4/2013,2136.4431,1/4/2013,9,6
1/11/2013,1883.6914,1/11/2013,9,6
1/18/2013,1615.8237,1/18/2013,9,6
1/25/2013,1707.333,1/25/2013,9,6
2/1/2013,2385.1437,2/1/2013,9,6
2/8/2013,1629.2723,2/8/2013,9,6
2/15/2013,2359.2567,2/15/2013,9,6
2/22/2013,2093.9827,2/22/2013,9,6
3/1/2013,2351.6355,3/1/2013,9,6
3/8/2013,2072.0345,3/8/2013,9,6
3/15/2013,1454.5007,3/15/2013,9,6
3/22/2013,1815.8264,3/22/2013,9,6
3/29/2013,2206.2204,3/29/2013,9,6
4/5/2013,2189.2832,4/5/2013,9,6
4/12/2013,2402.4385,4/12/2013,9,6
4/19/2013,2574.2911,4/19/2013,9,6
4/26/2013,1935.96,4/26/2013,9,6
5/3/2013,2202.1628,5/3/2013,9,6
5/10/2013,3651.686,5/10/2013,9,6
5/17/2013,2813.2203,5/17/2013,9,6
5/24/2013,2854.7169,5/24/2013,9,6
5/31/2013,2893.4061,5/31/2013,9,6
6/7/2013,2423.2731,6/7/2013,9,6
6/14/2013,1852.0678,6/14/2013,9,6
6/21/2013,2191.5184,6/21/2013,9,6
6/28/2013,2101.0473,6/28/2013,9,6
7/5/2013,2373.7657,7/5/2013,9,6
7/12/2013,2211.4304,7/12/2013,9,6
7/19/2013,2124.3885,7/19/2013,9,6
7/26/2013,1501.2999,7/26/2013,9,6
11/2/2012,14160.988,11/2/2012,9,7
11/9/2012,16256.3486,11/9/2012,9,7
11/16/2012,16404.9438,11/16/2012,9,7
11/23/2012,46971.6565,11/23/2012,9,7
11/30/2012,31405.5233,11/30/2012,9,7
12/7/2012,29895.0181,12/7/2012,9,7
12/14/2012,47075.558,12/14/2012,9,7
12/21/2012,81545.2675,12/21/2012,9,7
12/28/2012,28704.9936,12/28/2012,9,7
1/4/2013,8672.0472,1/4/2013,9,7
1/11/2013,7248.9427,1/11/2013,9,7
1/18/2013,7397.3389,1/18/2013,9,7
1/25/2013,7554.3688,1/25/2013,9,7
2/1/2013,10082.5188,2/1/2013,9,7
2/8/2013,12002.9689,2/8/2013,9,7
2/15/2013,11427.4255,2/15/2013,9,7
2/22/2013,12202.813,2/22/2013,9,7
3/1/2013,11417.003,3/1/2013,9,7
3/8/2013,12088.1271,3/8/2013,9,7
3/15/2013,12186.9301,3/15/2013,9,7
3/22/2013,11719.3025,3/22/2013,9,7
3/29/2013,11477.2209,3/29/2013,9,7
4/5/2013,13495.7336,4/5/2013,9,7
4/12/2013,12020.2358,4/12/2013,9,7
4/19/2013,12954.2715,4/19/2013,9,7
4/26/2013,12700.1082,4/26/2013,9,7
5/3/2013,11266.6229,5/3/2013,9,7
5/10/2013,11309.0232,5/10/2013,9,7
5/17/2013,11845.8467,5/17/2013,9,7
5/24/2013,11741.8532,5/24/2013,9,7
5/31/2013,11730.9056,5/31/2013,9,7
6/7/2013,21834.8628,6/7/2013,9,7
6/14/2013,17257.2338,6/14/2013,9,7
6/21/2013,16002.0724,6/21/2013,9,7
6/28/2013,17127.0724,6/28/2013,9,7
7/5/2013,12741.4064,7/5/2013,9,7
7/12/2013,11723.6741,7/12/2013,9,7
7/19/2013,12722.1376,7/19/2013,9,7
7/26/2013,12124.1235,7/26/2013,9,7
11/2/2012,23401.9119,11/2/2012,9,8
11/9/2012,23568.6329,11/9/2012,9,8
11/16/2012,22372.256,11/16/2012,9,8
11/23/2012,22249.7225,11/23/2012,9,8
11/30/2012,22268.0944,11/30/2012,9,8
12/7/2012,22613.5948,12/7/2012,9,8
12/14/2012,23592.233,12/14/2012,9,8
12/21/2012,25536.9772,12/21/2012,9,8
12/28/2012,22325.0256,12/28/2012,9,8
1/4/2013,22832.1286,1/4/2013,9,8
1/11/2013,22109.142,1/11/2013,9,8
1/18/2013,20600.1588,1/18/2013,9,8
1/25/2013,20629.0632,1/25/2013,9,8
2/1/2013,22813.1333,2/1/2013,9,8
2/8/2013,23203.0992,2/8/2013,9,8
2/15/2013,22466.4283,2/15/2013,9,8
2/22/2013,22427.9534,2/22/2013,9,8
3/1/2013,23224.083,3/1/2013,9,8
3/8/2013,23678.0756,3/8/2013,9,8
3/15/2013,22351.5575,3/15/2013,9,8
3/22/2013,22041.9828,3/22/2013,9,8
3/29/2013,21987.5794,3/29/2013,9,8
4/5/2013,23470.2967,4/5/2013,9,8
4/12/2013,22755.4025,4/12/2013,9,8
4/19/2013,22527.6094,4/19/2013,9,8
4/26/2013,22530.1324,4/26/2013,9,8
5/3/2013,23490.0046,5/3/2013,9,8
5/10/2013,22938.2033,5/10/2013,9,8
5/17/2013,22479.1282,5/17/2013,9,8
5/24/2013,22469.3671,5/24/2013,9,8
5/31/2013,22402.6748,5/31/2013,9,8
6/7/2013,24473.4386,6/7/2013,9,8
6/14/2013,23083.5328,6/14/2013,9,8
6/21/2013,22968.2326,6/21/2013,9,8
6/28/2013,22852.5446,6/28/2013,9,8
7/5/2013,24953.0305,7/5/2013,9,8
7/12/2013,23496.2887,7/12/2013,9,8
7/19/2013,22352.907,7/19/2013,9,8
7/26/2013,22329.1891,7/26/2013,9,8
11/2/2012,15753.7446,11/2/2012,9,9
11/9/2012,14613.8769,11/9/2012,9,9
11/16/2012,14881.9176,11/16/2012,9,9
11/23/2012,15240.8865,11/23/2012,9,9
11/30/2012,14125.1355,11/30/2012,9,9
12/7/2012,16301.3053,12/7/2012,9,9
12/14/2012,15414.9252,12/14/2012,9,9
12/21/2012,14930.9862,12/21/2012,9,9
12/28/2012,14122.5019,12/28/2012,9,9
1/4/2013,9078.3219,1/4/2013,9,9
1/11/2013,6903.2777,1/11/2013,9,9
1/18/2013,7786.3924,1/18/2013,9,9
1/25/2013,7186.2311,1/25/2013,9,9
2/1/2013,9342.786,2/1/2013,9,9
2/8/2013,9915.578,2/8/2013,9,9
2/15/2013,11305.7725,2/15/2013,9,9
2/22/2013,10920.6194,2/22/2013,9,9
3/1/2013,13637.2203,3/1/2013,9,9
3/8/2013,13514.6679,3/8/2013,9,9
3/15/2013,15024.5834,3/15/2013,9,9
3/22/2013,13436.4231,3/22/2013,9,9
3/29/2013,12826.3392,3/29/2013,9,9
4/5/2013,19108.6311,4/5/2013,9,9
4/12/2013,17762.6661,4/12/2013,9,9
4/19/2013,15207.4206,4/19/2013,9,9
4/26/2013,16430.0549,4/26/2013,9,9
5/3/2013,16295.4293,5/3/2013,9,9
5/10/2013,14805.7986,5/10/2013,9,9
5/17/2013,14027.6027,5/17/2013,9,9
5/24/2013,15017.5294,5/24/2013,9,9
5/31/2013,22222.7044,5/31/2013,9,9
6/7/2013,16694.6775,6/7/2013,9,9
6/14/2013,15656.7599,6/14/2013,9,9
6/21/2013,14932.3856,6/21/2013,9,9
6/28/2013,13347.1136,6/28/2013,9,9
7/5/2013,17066.7261,7/5/2013,9,9
7/12/2013,14874.0757,7/12/2013,9,9
7/19/2013,13609.7151,7/19/2013,9,9
7/26/2013,13250.3794,7/26/2013,9,9
11/2/2012,16299.5116,11/2/2012,9,10
11/9/2012,15241.9432,11/9/2012,9,10
11/16/2012,14631.1996,11/16/2012,9,10
11/23/2012,13560.0383,11/23/2012,9,10
11/30/2012,15212.3709,11/30/2012,9,10
12/7/2012,15255.6875,12/7/2012,9,10
12/14/2012,15042.4566,12/14/2012,9,10
12/21/2012,13416.907,12/21/2012,9,10
12/28/2012,14258.2702,12/28/2012,9,10
1/4/2013,11601.4781,1/4/2013,9,10
1/11/2013,10036.7373,1/11/2013,9,10
1/18/2013,10388.7181,1/18/2013,9,10
1/25/2013,9851.0862,1/25/2013,9,10
2/1/2013,13709.1246,2/1/2013,9,10
2/8/2013,13957.1882,2/8/2013,9,10
2/15/2013,14141.7752,2/15/2013,9,10
2/22/2013,13701.3039,2/22/2013,9,10
3/1/2013,16496.1713,3/1/2013,9,10
3/8/2013,15417.5985,3/8/2013,9,10
3/15/2013,15139.4794,3/15/2013,9,10
3/22/2013,13355.6706,3/22/2013,9,10
3/29/2013,15282.8442,3/29/2013,9,10
4/5/2013,16093.3638,4/5/2013,9,10
4/12/2013,14834.2593,4/12/2013,9,10
4/19/2013,13650.9366,4/19/2013,9,10
4/26/2013,14441.5756,4/26/2013,9,10
5/3/2013,15769.8139,5/3/2013,9,10
5/10/2013,15077.7381,5/10/2013,9,10
5/17/2013,14481.2774,5/17/2013,9,10
5/24/2013,14229.0412,5/24/2013,9,10
5/31/2013,15109.8749,5/31/2013,9,10
6/7/2013,15246.3448,6/7/2013,9,10
6/14/2013,15322.1225,6/14/2013,9,10
6/21/2013,13979.0707,6/21/2013,9,10
6/28/2013,14698.1412,6/28/2013,9,10
7/5/2013,14825.9558,7/5/2013,9,10
7/12/2013,14687.0147,7/12/2013,9,10
7/19/2013,13499.1933,7/19/2013,9,10
7/26/2013,13895.7021,7/26/2013,9,10
11/2/2012,15316.8636,11/2/2012,9,11
11/9/2012,15082.3594,11/9/2012,9,11
11/16/2012,15001.9328,11/16/2012,9,11
11/23/2012,19469.2793,11/23/2012,9,11
11/30/2012,19008.615,11/30/2012,9,11
12/7/2012,22241.898,12/7/2012,9,11
12/14/2012,17717.9685,12/14/2012,9,11
12/21/2012,21470.0848,12/21/2012,9,11
12/28/2012,14822.3417,12/28/2012,9,11
1/4/2013,17701.4463,1/4/2013,9,11
1/11/2013,14492.9116,1/11/2013,9,11
1/18/2013,13922.8714,1/18/2013,9,11
1/25/2013,13700.6045,1/25/2013,9,11
2/1/2013,14067.0492,2/1/2013,9,11
2/8/2013,14154.9386,2/8/2013,9,11
2/15/2013,13730.494,2/15/2013,9,11
2/22/2013,12673.5754,2/22/2013,9,11
3/1/2013,13440.6343,3/1/2013,9,11
3/8/2013,13730.2119,3/8/2013,9,11
3/15/2013,13369.9349,3/15/2013,9,11
3/22/2013,12859.1767,3/22/2013,9,11
3/29/2013,13635.2411,3/29/2013,9,11
4/5/2013,14983.1914,4/5/2013,9,11
4/12/2013,15010.1743,4/12/2013,9,11
4/19/2013,14743.9585,4/19/2013,9,11
4/26/2013,15686.5111,4/26/2013,9,11
5/3/2013,19326.1436,5/3/2013,9,11
5/10/2013,17380.0519,5/10/2013,9,11
5/17/2013,14747.0433,5/17/2013,9,11
5/24/2013,16846.3466,5/24/2013,9,11
5/31/2013,17117.9431,5/31/2013,9,11
6/7/2013,18951.0139,6/7/2013,9,11
6/14/2013,19262.697,6/14/2013,9,11
6/21/2013,21066.2702,6/21/2013,9,11
6/28/2013,25784.3029,6/28/2013,9,11
7/5/2013,23585.3598,7/5/2013,9,11
7/12/2013,17456.6006,7/12/2013,9,11
7/19/2013,16600.4557,7/19/2013,9,11
7/26/2013,17088.2717,7/26/2013,9,11
11/2/2012,6460.188,11/2/2012,9,12
11/9/2012,7028.0493,11/9/2012,9,12
11/16/2012,6929.1777,11/16/2012,9,12
11/23/2012,6741.0929,11/23/2012,9,12
11/30/2012,7008.6761,11/30/2012,9,12
12/7/2012,4745.4903,12/7/2012,9,12
12/14/2012,4362.7668,12/14/2012,9,12
12/21/2012,4365.7962,12/21/2012,9,12
12/28/2012,3971.9603,12/28/2012,9,12
1/4/2013,4818.9314,1/4/2013,9,12
1/11/2013,4742.0618,1/11/2013,9,12
1/18/2013,5088.8181,1/18/2013,9,12
1/25/2013,5520.5204,1/25/2013,9,12
2/1/2013,5747.9924,2/1/2013,9,12
2/8/2013,5139.8779,2/8/2013,9,12
2/15/2013,6130.0775,2/15/2013,9,12
2/22/2013,7156.7733,2/22/2013,9,12
3/1/2013,6957.444,3/1/2013,9,12
3/8/2013,7419.7471,3/8/2013,9,12
3/15/2013,7598.7152,3/15/2013,9,12
3/22/2013,7514.3576,3/22/2013,9,12
3/29/2013,7783.9118,3/29/2013,9,12
4/5/2013,7291.0162,4/5/2013,9,12
4/12/2013,7375.5427,4/12/2013,9,12
4/19/2013,7086.1518,4/19/2013,9,12
4/26/2013,7402.0024,4/26/2013,9,12
5/3/2013,6559.4118,5/3/2013,9,12
5/10/2013,6688.1322,5/10/2013,9,12
5/17/2013,6514.4414,5/17/2013,9,12
5/24/2013,6751.8969,5/24/2013,9,12
5/31/2013,7164.3277,5/31/2013,9,12
6/7/2013,8566.0816,6/7/2013,9,12
6/14/2013,7434.2011,6/14/2013,9,12
6/21/2013,7170.3174,6/21/2013,9,12
6/28/2013,7297.6767,6/28/2013,9,12
7/5/2013,7980.4728,7/5/2013,9,12
7/12/2013,8043.8252,7/12/2013,9,12
7/19/2013,7950.0012,7/19/2013,9,12
7/26/2013,7903.3796,7/26/2013,9,12
11/2/2012,24018.9651,11/2/2012,9,13
11/9/2012,22968.9924,11/9/2012,9,13
11/16/2012,22593.0003,11/16/2012,9,13
11/23/2012,23053.8703,11/23/2012,9,13
11/30/2012,22225.6759,11/30/2012,9,13
12/7/2012,23040.0427,12/7/2012,9,13
12/14/2012,21419.2831,12/14/2012,9,13
12/21/2012,21883.9177,12/21/2012,9,13
12/28/2012,21033.3761,12/28/2012,9,13
1/4/2013,23786.075,1/4/2013,9,13
1/11/2013,20212.9836,1/11/2013,9,13
1/18/2013,20994.8482,1/18/2013,9,13
1/25/2013,20659.4243,1/25/2013,9,13
2/1/2013,23251.2322,2/1/2013,9,13
2/8/2013,24919.2642,2/8/2013,9,13
2/15/2013,22539.6644,2/15/2013,9,13
2/22/2013,23013.9856,2/22/2013,9,13
3/1/2013,23732.2351,3/1/2013,9,13
3/8/2013,24083.8587,3/8/2013,9,13
3/15/2013,22405.6834,3/15/2013,9,13
3/22/2013,22881.4788,3/22/2013,9,13
3/29/2013,22131.825,3/29/2013,9,13
4/5/2013,23841.9166,4/5/2013,9,13
4/12/2013,21421.4655,4/12/2013,9,13
4/19/2013,22229.4776,4/19/2013,9,13
4/26/2013,21712.4377,4/26/2013,9,13
5/3/2013,23724.2164,5/3/2013,9,13
5/10/2013,22660.7589,5/10/2013,9,13
5/17/2013,22570.7926,5/17/2013,9,13
5/24/2013,22890.8481,5/24/2013,9,13
5/31/2013,22551.1673,5/31/2013,9,13
6/7/2013,24086.6243,6/7/2013,9,13
6/14/2013,22975.3844,6/14/2013,9,13
6/21/2013,23507.3864,6/21/2013,9,13
6/28/2013,22867.5477,6/28/2013,9,13
7/5/2013,23436.6487,7/5/2013,9,13
7/12/2013,21969.5489,7/12/2013,9,13
7/19/2013,22416.0797,7/19/2013,9,13
7/26/2013,21898.6742,7/26/2013,9,13
11/2/2012,7334.8789,11/2/2012,9,14
11/9/2012,7374.0617,11/9/2012,9,14
11/16/2012,8278.4381,11/16/2012,9,14
11/23/2012,23102.7214,11/23/2012,9,14
11/30/2012,11996.7233,11/30/2012,9,14
12/7/2012,12116.8567,12/7/2012,9,14
12/14/2012,16978.7423,12/14/2012,9,14
12/21/2012,28708.21,12/21/2012,9,14
12/28/2012,15833.9326,12/28/2012,9,14
1/4/2013,6365.1318,1/4/2013,9,14
1/11/2013,6966.8236,1/11/2013,9,14
1/18/2013,6390.5785,1/18/2013,9,14
1/25/2013,6484.9232,1/25/2013,9,14
2/1/2013,7147.4116,2/1/2013,9,14
2/8/2013,7700.1339,2/8/2013,9,14
2/15/2013,8076.8604,2/15/2013,9,14
2/22/2013,7795.3626,2/22/2013,9,14
3/1/2013,7142.9968,3/1/2013,9,14
3/8/2013,6790.7806,3/8/2013,9,14
3/15/2013,6211.5811,3/15/2013,9,14
3/22/2013,6542.3995,3/22/2013,9,14
3/29/2013,6151.16,3/29/2013,9,14
4/5/2013,6768.526,4/5/2013,9,14
4/12/2013,6119.2424,4/12/2013,9,14
4/19/2013,5024.1476,4/19/2013,9,14
4/26/2013,5595.0226,4/26/2013,9,14
5/3/2013,7547.049,5/3/2013,9,14
5/10/2013,7133.0465,5/10/2013,9,14
5/17/2013,7329.6057,5/17/2013,9,14
5/24/2013,6369.2963,5/24/2013,9,14
5/31/2013,6507.894,5/31/2013,9,14
6/7/2013,6419.3046,6/7/2013,9,14
6/14/2013,6194.709,6/14/2013,9,14
6/21/2013,6511.0326,6/21/2013,9,14
6/28/2013,6697.8887,6/28/2013,9,14
7/5/2013,5817.6914,7/5/2013,9,14
7/12/2013,5558.4257,7/12/2013,9,14
7/19/2013,5439.4153,7/19/2013,9,14
7/26/2013,5926.4795,7/26/2013,9,14
11/2/2012,3036.8357,11/2/2012,9,16
11/9/2012,2642.3396,11/9/2012,9,16
11/16/2012,2931.8421,11/16/2012,9,16
11/23/2012,3179.7528,11/23/2012,9,16
11/30/2012,3239.1555,11/30/2012,9,16
12/7/2012,2008.3421,12/7/2012,9,16
12/14/2012,1824.4868,12/14/2012,9,16
12/21/2012,1988.7832,12/21/2012,9,16
12/28/2012,1969.167,12/28/2012,9,16
1/4/2013,2416.0493,1/4/2013,9,16
1/11/2013,2364.5477,1/11/2013,9,16
1/18/2013,2664.5637,1/18/2013,9,16
1/25/2013,2697.3036,1/25/2013,9,16
2/1/2013,5171.4067,2/1/2013,9,16
2/8/2013,4924.0302,2/8/2013,9,16
2/15/2013,4486.9767,2/15/2013,9,16
2/22/2013,8340.1804,2/22/2013,9,16
3/1/2013,13888.4753,3/1/2013,9,16
3/8/2013,14167.4496,3/8/2013,9,16
3/15/2013,19095.3506,3/15/2013,9,16
3/22/2013,20384.6095,3/22/2013,9,16
3/29/2013,32597.7988,3/29/2013,9,16
4/5/2013,35641.3767,4/5/2013,9,16
4/12/2013,28522.1122,4/12/2013,9,16
4/19/2013,26874.487,4/19/2013,9,16
4/26/2013,27049.2152,4/26/2013,9,16
5/3/2013,23615.4781,5/3/2013,9,16
5/10/2013,20848.2387,5/10/2013,9,16
5/17/2013,20409.7607,5/17/2013,9,16
5/24/2013,24290.2968,5/24/2013,9,16
5/31/2013,28435.5358,5/31/2013,9,16
6/7/2013,22066.8365,6/7/2013,9,16
6/14/2013,20968.4201,6/14/2013,9,16
6/21/2013,19340.5492,6/21/2013,9,16
6/28/2013,17914.0685,6/28/2013,9,16
7/5/2013,22469.2528,7/5/2013,9,16
7/12/2013,14522.7249,7/12/2013,9,16
7/19/2013,14010.7385,7/19/2013,9,16
7/26/2013,11544.9078,7/26/2013,9,16
11/2/2012,5577.4009,11/2/2012,9,17
11/9/2012,5201.3598,11/9/2012,9,17
11/16/2012,4899.5984,11/16/2012,9,17
11/23/2012,5552.6302,11/23/2012,9,17
11/30/2012,4588.4526,11/30/2012,9,17
12/7/2012,6404.2082,12/7/2012,9,17
12/14/2012,7646.8665,12/14/2012,9,17
12/21/2012,9200.9878,12/21/2012,9,17
12/28/2012,6692.0588,12/28/2012,9,17
1/4/2013,4654.169,1/4/2013,9,17
1/11/2013,4338.9804,1/11/2013,9,17
1/18/2013,4282.8898,1/18/2013,9,17
1/25/2013,4394.2457,1/25/2013,9,17
2/1/2013,4941.4294,2/1/2013,9,17
2/8/2013,5202.0982,2/8/2013,9,17
2/15/2013,4868.9215,2/15/2013,9,17
2/22/2013,5544.5224,2/22/2013,9,17
3/1/2013,5435.8162,3/1/2013,9,17
3/8/2013,5237.9159,3/8/2013,9,17
3/15/2013,4749.2691,3/15/2013,9,17
3/22/2013,5230.2211,3/22/2013,9,17
3/29/2013,4332.1012,3/29/2013,9,17
4/5/2013,4857.054,4/5/2013,9,17
4/12/2013,4134.7819,4/12/2013,9,17
4/19/2013,4241.7031,4/19/2013,9,17
4/26/2013,4637.4822,4/26/2013,9,17
5/3/2013,4959.4311,5/3/2013,9,17
5/10/2013,5244.8614,5/10/2013,9,17
5/17/2013,5050.7718,5/17/2013,9,17
5/24/2013,5516.887,5/24/2013,9,17
5/31/2013,4585.3486,5/31/2013,9,17
6/7/2013,4976.4989,6/7/2013,9,17
6/14/2013,4749.1394,6/14/2013,9,17
6/21/2013,5211.7926,6/21/2013,9,17
6/28/2013,4687.4113,6/28/2013,9,17
7/5/2013,5125.6995,7/5/2013,9,17
7/12/2013,4838.0239,7/12/2013,9,17
7/19/2013,4748.6458,7/19/2013,9,17
7/26/2013,4776.5259,7/26/2013,9,17
11/2/2012,7486.6834,11/2/2012,9,18
11/9/2012,5899.1638,11/9/2012,9,18
11/16/2012,9252.8771,11/16/2012,9,18
11/23/2012,31685.4794,11/23/2012,9,18
11/30/2012,11552.9887,11/30/2012,9,18
12/7/2012,21122.0431,12/7/2012,9,18
12/14/2012,19342.5059,12/14/2012,9,18
12/21/2012,15598.1288,12/21/2012,9,18
12/28/2012,8389.3675,12/28/2012,9,18
1/4/2013,7830.1583,1/4/2013,9,18
1/11/2013,1107.7952,1/11/2013,9,18
1/18/2013,987.7199,1/18/2013,9,18
1/25/2013,1561.3243,1/25/2013,9,18
2/1/2013,2680.7765,2/1/2013,9,18
2/8/2013,6440.3659,2/8/2013,9,18
2/15/2013,19034.9917,2/15/2013,9,18
2/22/2013,1521.718,2/22/2013,9,18
3/1/2013,805.0554,3/1/2013,9,18
3/8/2013,725.3633,3/8/2013,9,18
3/15/2013,1020.3074,3/15/2013,9,18
3/22/2013,2079.2435,3/22/2013,9,18
3/29/2013,2715.1418,3/29/2013,9,18
4/5/2013,8861.5768,4/5/2013,9,18
4/12/2013,2004.2147,4/12/2013,9,18
4/19/2013,89.3902,4/19/2013,9,18
4/26/2013,43.7017,4/26/2013,9,18
5/10/2013,5.3709,5/10/2013,9,18
5/17/2013,1.5751,5/17/2013,9,18
5/31/2013,212.8481,5/31/2013,9,18
6/14/2013,1.9439,6/14/2013,9,18
11/2/2012,1408.8958,11/2/2012,9,19
11/9/2012,1340.8671,11/9/2012,9,19
11/16/2012,1309.9228,11/16/2012,9,19
11/23/2012,1419.9905,11/23/2012,9,19
11/30/2012,1397.8246,11/30/2012,9,19
12/7/2012,1768.5193,12/7/2012,9,19
12/14/2012,1703.831,12/14/2012,9,19
12/21/2012,1920.5822,12/21/2012,9,19
12/28/2012,1273.5023,12/28/2012,9,19
1/4/2013,1196.2368,1/4/2013,9,19
1/11/2013,1384.1073,1/11/2013,9,19
1/18/2013,1170.0198,1/18/2013,9,19
1/25/2013,1213.7866,1/25/2013,9,19
2/1/2013,1263.3272,2/1/2013,9,19
2/8/2013,1211.944,2/8/2013,9,19
2/15/2013,1361.1666,2/15/2013,9,19
2/22/2013,1412.715,2/22/2013,9,19
3/1/2013,1449.5032,3/1/2013,9,19
3/8/2013,1399.7099,3/8/2013,9,19
3/15/2013,1286.1443,3/15/2013,9,19
3/22/2013,1371.6908,3/22/2013,9,19
3/29/2013,1582.3144,3/29/2013,9,19
4/5/2013,1553.2308,4/5/2013,9,19
4/12/2013,1448.0241,4/12/2013,9,19
4/19/2013,1407.1132,4/19/2013,9,19
4/26/2013,1360.0082,4/26/2013,9,19
5/3/2013,2337.9038,5/3/2013,9,19
5/10/2013,2563.6245,5/10/2013,9,19
5/17/2013,1805.8319,5/17/2013,9,19
5/24/2013,1296.6849,5/24/2013,9,19
5/31/2013,1426.7963,5/31/2013,9,19
6/7/2013,1229.3741,6/7/2013,9,19
6/14/2013,1208.9748,6/14/2013,9,19
6/21/2013,1201.1895,6/21/2013,9,19
6/28/2013,1132.0462,6/28/2013,9,19
7/5/2013,1317.2557,7/5/2013,9,19
7/12/2013,1315.8935,7/12/2013,9,19
7/19/2013,1104.9698,7/19/2013,9,19
7/26/2013,1186.1076,7/26/2013,9,19
11/2/2012,3135.5042,11/2/2012,9,20
11/9/2012,2816.3639,11/9/2012,9,20
11/16/2012,2792.5781,11/16/2012,9,20
11/23/2012,4648.2799,11/23/2012,9,20
11/30/2012,2962.466,11/30/2012,9,20
12/7/2012,2570.5013,12/7/2012,9,20
12/14/2012,2394.5559,12/14/2012,9,20
12/21/2012,2769.9002,12/21/2012,9,20
12/28/2012,2819.8628,12/28/2012,9,20
1/4/2013,2805.6562,1/4/2013,9,20
1/11/2013,2389.598,1/11/2013,9,20
1/18/2013,2396.8778,1/18/2013,9,20
1/25/2013,2350.5413,1/25/2013,9,20
2/1/2013,3048.9828,2/1/2013,9,20
2/8/2013,2821.145,2/8/2013,9,20
2/15/2013,2540.0557,2/15/2013,9,20
2/22/2013,2788.57,2/22/2013,9,20
3/1/2013,3443.4835,3/1/2013,9,20
3/8/2013,2653.3807,3/8/2013,9,20
3/15/2013,2571.4765,3/15/2013,9,20
3/22/2013,2791.1791,3/22/2013,9,20
3/29/2013,2654.2134,3/29/2013,9,20
4/5/2013,2759.5893,4/5/2013,9,20
4/12/2013,2385.8627,4/12/2013,9,20
4/19/2013,2633.3679,4/19/2013,9,20
4/26/2013,2701.9622,4/26/2013,9,20
5/3/2013,2999.7579,5/3/2013,9,20
5/10/2013,2728.1867,5/10/2013,9,20
5/17/2013,2818.6632,5/17/2013,9,20
5/24/2013,3029.2276,5/24/2013,9,20
5/31/2013,2760.9045,5/31/2013,9,20
6/7/2013,3521.7587,6/7/2013,9,20
6/14/2013,2757.2958,6/14/2013,9,20
6/21/2013,2999.8364,6/21/2013,9,20
6/28/2013,2717.0483,6/28/2013,9,20
7/5/2013,3152.43,7/5/2013,9,20
7/12/2013,2441.6375,7/12/2013,9,20
7/19/2013,2748.5964,7/19/2013,9,20
7/26/2013,2746.4819,7/26/2013,9,20
11/2/2012,3418.9479,11/2/2012,9,21
11/9/2012,3659.6681,11/9/2012,9,21
11/16/2012,3413.2789,11/16/2012,9,21
11/23/2012,4018.7003,11/23/2012,9,21
11/30/2012,3541.5658,11/30/2012,9,21
12/7/2012,4044.0461,12/7/2012,9,21
12/14/2012,4581.4732,12/14/2012,9,21
12/21/2012,5726.09,12/21/2012,9,21
12/28/2012,3827.3525,12/28/2012,9,21
1/4/2013,3094.9132,1/4/2013,9,21
1/11/2013,3387.9686,1/11/2013,9,21
1/18/2013,3227.7321,1/18/2013,9,21
1/25/2013,3179.5719,1/25/2013,9,21
2/1/2013,3361.218,2/1/2013,9,21
2/8/2013,3819.6422,2/8/2013,9,21
2/15/2013,3634.6906,2/15/2013,9,21
2/22/2013,3265.3911,2/22/2013,9,21
3/1/2013,3983.0679,3/1/2013,9,21
3/8/2013,4187.9632,3/8/2013,9,21
3/15/2013,4011.3664,3/15/2013,9,21
3/22/2013,4037.8031,3/22/2013,9,21
3/29/2013,3940.7517,3/29/2013,9,21
4/5/2013,4817.4745,4/5/2013,9,21
4/12/2013,4163.4764,4/12/2013,9,21
4/19/2013,3883.1989,4/19/2013,9,21
4/26/2013,3950.3345,4/26/2013,9,21
5/3/2013,3541.7816,5/3/2013,9,21
5/10/2013,3687.5268,5/10/2013,9,21
5/17/2013,3306.4851,5/17/2013,9,21
5/24/2013,3241.2393,5/24/2013,9,21
5/31/2013,3335.9292,5/31/2013,9,21
6/7/2013,3412.3062,6/7/2013,9,21
6/14/2013,3291.8384,6/14/2013,9,21
6/21/2013,3162.6478,6/21/2013,9,21
6/28/2013,3067.2519,6/28/2013,9,21
7/5/2013,3248.8085,7/5/2013,9,21
7/12/2013,3433.0578,7/12/2013,9,21
7/19/2013,3128.8075,7/19/2013,9,21
7/26/2013,3046.3894,7/26/2013,9,21
11/2/2012,5901.9545,11/2/2012,9,22
11/9/2012,5768.3733,11/9/2012,9,22
11/16/2012,5537.1236,11/16/2012,9,22
11/23/2012,10502.0882,11/23/2012,9,22
11/30/2012,5404.7862,11/30/2012,9,22
12/7/2012,7264.8922,12/7/2012,9,22
12/14/2012,7736.8921,12/14/2012,9,22
12/21/2012,10451.3006,12/21/2012,9,22
12/28/2012,8622.4845,12/28/2012,9,22
1/4/2013,5533.9592,1/4/2013,9,22
1/11/2013,4683.76,1/11/2013,9,22
